t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,good_confidence,good_acquire_count,good_miss_count,good_locked,near_direction,probe_state,probe_source_direction,probe_turn_direction,enemy_slow,enemy_confirmed,probe_vision_count,probe_vision_verdict,vision_sequence,vision_status,vision_has_good,vision_has_bad,reason,left_cmd,right_cmd,healthy
1.594,377.0,832.0,499.0,253.0,-0.3313,0.379,-0.5607,-1.4027,-0.446,0,0,0,0,0,0,1,-8.0,1959.0,2192.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.614,370.0,852.0,486.0,252.0,-0.3622,0.3968,-0.6019,-1.4161,-0.4821,0,0,0,0,0,0,1,-9.0,2427.0,2231.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.634,361.0,865.0,470.0,243.0,-0.3839,0.4365,-0.6335,-1.4195,-0.5087,0,0,0,0,0,0,1,-9.0,1916.0,2300.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.654,352.0,874.0,453.0,239.0,-0.4118,0.4623,-0.6723,-1.4497,-0.542,0,0,0,0,0,0,1,-4.0,1886.0,2352.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.675,352.0,874.0,453.0,239.0,-0.4396,0.4802,-0.7136,-1.4631,-0.5766,0,0,0,0,0,0,1,-4.0,1886.0,2352.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.695,347.0,881.0,443.0,237.0,-0.4396,0.4802,-0.7136,-1.4631,-0.5766,0,0,0,0,0,0,1,-11.0,1629.0,2396.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.715,344.0,891.0,437.0,236.0,-0.4551,0.494,-0.7379,-1.4698,-0.5965,0,0,0,0,0,0,1,-10.0,1626.0,2398.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,1,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.735,341.0,895.0,433.0,231.0,-0.4644,0.5139,-0.7524,-1.4732,-0.6084,0,0,0,0,0,0,1,-13.0,1901.0,2372.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.755,343.0,902.0,435.0,234.0,-0.4675,0.5218,-0.7573,-1.4799,-0.6124,0,0,0,0,0,0,1,-12.0,1676.0,2368.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.775,344.0,896.0,437.0,233.0,-0.4675,0.5238,-0.7573,-1.4832,-0.6124,0,0,0,0,0,0,1,-9.0,1813.0,2370.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.795,346.0,888.0,441.0,233.0,-0.4644,0.5238,-0.7524,-1.4832,-0.6084,0,0,0,0,0,0,1,-10.0,1753.0,2370.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.815,348.0,875.0,445.0,235.0,-0.4582,0.5079,-0.7427,-1.4832,-0.6005,0,0,0,0,0,0,1,-9.0,1676.0,2355.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.836,352.0,884.0,448.0,235.0,-0.452,0.5,-0.733,-1.4765,-0.5925,0,0,0,0,0,0,1,6.0,2126.0,2341.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.856,355.0,922.0,452.0,228.0,-0.4396,0.5,-0.7257,-1.4765,-0.5827,0,0,0,0,0,0,1,-10.0,1728.0,2314.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,2,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.876,354.0,999.0,459.0,222.0,-0.4334,0.5754,-0.716,-1.5,-0.5747,0,0,0,0,0,0,1,-9.0,1930.0,2244.0,1,1,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,2,no_target,0,0,直线退离完成，开始转向,-550,550,1
1.896,357.0,1056.0,468.0,222.0,-0.4303,0.7282,-0.699,-1.5201,-0.5647,0,0,0,0,0,0,1,-9.0,1931.0,2227.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.916,358.0,1101.0,467.0,227.0,-0.4241,0.8413,-0.6796,-1.5201,-0.5519,0,0,0,0,0,0,1,-8.0,1873.0,2193.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.937,361.0,1114.0,467.0,235.0,-0.4211,0.9306,-0.6796,-1.5034,-0.5503,0,0,0,0,0,0,1,-10.0,1842.0,2138.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.957,364.0,1187.0,466.0,238.0,-0.4118,0.9563,-0.6796,-1.4765,-0.5457,0,0,0,0,0,0,1,-8.0,1843.0,2080.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.977,372.0,1250.0,467.0,237.0,-0.4025,1.1012,-0.6796,-1.4698,-0.541,0,0,0,0,0,0,1,-8.0,1901.0,1971.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
1.997,386.0,1381.0,471.0,237.0,-0.3777,1.2262,-0.6796,-1.4698,-0.5287,0,0,0,0,0,0,1,-6.0,2142.0,1568.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.017,414.0,1393.0,470.0,243.0,-0.3344,1.4861,-0.6723,-1.4698,-0.5033,0,0,0,0,0,0,1,-7.0,2054.0,1506.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,3,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.037,400.0,1236.0,438.0,244.0,-0.291,1.4861,-0.6723,-1.4497,-0.4817,0,0,0,0,0,0,1,-7.0,1928.0,1504.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.058,394.0,1072.0,411.0,247.0,-0.291,1.1984,-0.75,-1.4463,-0.5205,0,0,0,0,0,0,1,-6.0,1586.0,1456.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.078,412.0,902.0,400.0,245.0,-0.291,0.873,-0.8155,-1.443,-0.5533,0,0,0,0,0,0,1,-8.0,1401.0,1442.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.098,481.0,890.0,429.0,239.0,-0.2539,0.5357,-0.8155,-1.443,-0.5347,0,0,0,0,0,0,1,-7.0,1152.0,1487.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.118,533.0,973.0,459.0,234.0,-0.0402,0.5357,-0.7718,-1.4631,-0.406,0,0,0,0,0,0,1,4.0,1495.0,1836.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.138,533.0,973.0,459.0,234.0,0.1207,0.6766,-0.699,-1.4799,-0.2891,0,0,0,0,0,0,1,4.0,1495.0,1836.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.158,582.0,1120.0,476.0,240.0,0.1207,0.6766,-0.699,-1.4799,-0.2891,0,0,0,0,0,0,1,-9.0,2009.0,2051.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,4,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.178,670.0,1381.0,484.0,258.0,0.2724,0.9683,-0.6578,-1.4597,-0.1927,0,0,0,0,0,0,1,-15.0,1648.0,2286.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.199,799.0,1299.0,487.0,281.0,0.5449,1.3234,-0.6383,-1.3993,-0.0467,0,0,0,0,0,0,1,-8.0,1400.0,1748.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.219,1031.0,634.0,516.0,306.0,0.9443,1.3234,-0.6311,-1.3221,0.1566,0,0,0,0,0,0,1,-5.0,1150.0,25.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.239,1168.0,683.0,568.0,333.0,1.6625,0.1012,-0.5607,-1.2383,-0.2297,1,0,0,0,0,0,1,-6.0,1901.0,1489.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.259,1237.0,853.0,585.0,353.0,2.0867,0.1012,-0.4345,-1.1477,-0.1666,1,0,0,0,0,0,1,-6.0,1770.0,1507.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.279,1314.0,1015.0,576.0,344.0,2.3003,0.4385,-0.415,-1.1107,0.0117,1,0,0,0,0,0,1,-7.0,1738.0,1550.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.3,1215.0,615.0,600.0,352.0,2.3003,0.4385,-0.3932,-1.0839,0.0226,0,0,0,0,0,0,1,-5.0,1625.0,1595.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.321,1000.0,482.0,618.0,376.0,2.2322,-0.0337,-0.3568,-1.0839,-0.1953,1,0,0,0,0,0,1,-7.0,1827.0,1689.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,5,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.341,833.0,472.0,604.0,374.0,1.5666,-0.2976,-0.3471,-1.0101,-0.3224,0,0,0,0,0,0,1,-8.0,1778.0,1732.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.361,759.0,406.0,622.0,374.0,1.0495,-0.3175,-0.3131,-1.0101,-0.3153,0,0,0,0,0,0,1,-8.0,2146.0,1750.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.381,733.0,417.0,625.0,379.0,0.8204,-0.4266,-0.3034,-1.0101,-0.365,0,0,0,0,0,0,1,-6.0,2227.0,1750.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.401,748.0,371.0,618.0,365.0,0.7864,-0.4484,-0.3034,-1.0101,-0.3759,0,0,0,0,0,0,1,-8.0,2082.0,1885.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.421,795.0,353.0,625.0,353.0,0.7864,-0.5179,-0.2961,-1.0403,-0.407,0,0,0,0,0,0,1,-9.0,2110.0,1942.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.441,837.0,349.0,628.0,346.0,0.9319,-0.5536,-0.2961,-1.0805,-0.4248,0,0,0,0,0,0,1,-8.0,2137.0,2003.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.461,909.0,337.0,630.0,344.0,1.0619,-0.5615,-0.2888,-1.104,-0.4252,0,0,0,0,0,0,1,-8.0,2167.0,2153.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,6,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.482,977.0,334.0,635.0,353.0,1.2848,-0.5853,-0.284,-1.104,-0.4346,0,0,0,0,0,0,1,-10.0,2298.0,2212.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,7,no_target,0,0,转中单路深暗，重新退离后再转,-400,-400,1
2.502,1050.0,327.0,636.0,364.0,1.4954,-0.5913,-0.2718,-1.0805,-0.4316,0,0,0,0,0,0,1,-10.0,2326.0,2342.0,1,0,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,left,0,0,0,idle,7,no_target,0,0,直线退离完成，开始转向,-550,550,1
2.522,1202.0,318.0,638.0,377.0,1.7214,-0.6052,-0.2694,-1.0436,-0.4373,0,0,0,0,0,0,1,2.0,2394.0,2419.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,7,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.542,1049.0,315.0,642.0,387.0,1.7214,-0.623,-0.2646,-1.0,-0.4438,0,0,0,0,0,0,1,-11.0,2464.0,2472.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,7,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.562,1034.0,314.0,648.0,398.0,1.7183,-0.629,-0.2549,-0.9664,-0.4419,0,0,0,0,0,0,1,-10.0,2493.0,2486.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,7,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.582,1046.0,313.0,648.0,403.0,1.709,-0.631,-0.2403,-0.9295,-0.4356,0,0,0,0,0,0,1,-11.0,2481.0,2498.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,7,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.603,883.0,311.0,649.0,413.0,1.6718,-0.6329,-0.2403,-0.9128,-0.4366,0,0,0,0,0,0,1,-11.0,2463.0,2509.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,7,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.623,832.0,314.0,657.0,427.0,1.2043,-0.6329,-0.2379,-0.8792,-0.4354,0,0,0,0,0,0,1,-11.0,2323.0,2498.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.643,797.0,310.0,656.0,426.0,1.0464,-0.6369,-0.2209,-0.8356,-0.4289,0,0,0,0,0,0,1,-17.0,2368.0,2497.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.663,797.0,310.0,656.0,426.0,0.9381,-0.6389,-0.2209,-0.8356,-0.4299,0,0,0,0,0,0,1,-17.0,2368.0,2497.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.683,734.0,311.0,658.0,428.0,0.9381,-0.6389,-0.2209,-0.8356,-0.4299,0,0,0,0,0,0,1,-11.0,2354.0,2496.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.703,716.0,311.0,661.0,430.0,0.743,-0.6369,-0.216,-0.8289,-0.4265,0,0,0,0,0,0,1,-10.0,2394.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.723,756.0,310.0,660.0,428.0,0.743,-0.6369,-0.2112,-0.8289,-0.424,0,0,0,0,0,0,1,-11.0,2224.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.743,734.0,311.0,662.0,429.0,0.743,-0.6369,-0.2087,-0.8255,-0.4228,0,0,0,0,0,0,1,-11.0,2468.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,8,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.764,746.0,311.0,661.0,427.0,0.7802,-0.6369,-0.2087,-0.8289,-0.4228,0,0,0,0,0,0,1,-11.0,2242.0,2496.0,1,0,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.784,737.0,313.0,665.0,430.0,0.7523,-0.6369,-0.2063,-0.8255,-0.4216,0,0,0,0,0,0,1,-30.0,2226.0,2497.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.804,738.0,310.0,662.0,427.0,0.7554,-0.6369,-0.2063,-0.8322,-0.4216,0,0,0,0,0,0,1,-10.0,2464.0,2499.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.824,732.0,311.0,664.0,428.0,0.7523,-0.6369,-0.2015,-0.8289,-0.4192,0,0,0,0,0,0,1,-10.0,2312.0,2496.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.844,730.0,310.0,661.0,426.0,0.7368,-0.6389,-0.2063,-0.8322,-0.4226,0,0,0,0,0,0,1,3.0,2441.0,2497.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.864,722.0,307.0,655.0,422.0,0.7307,-0.6389,-0.2087,-0.8356,-0.4238,0,0,0,0,0,0,1,1.0,2450.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.884,730.0,311.0,664.0,428.0,0.7307,-0.6389,-0.2087,-0.8356,-0.4238,0,0,0,0,0,0,1,-15.0,2248.0,2496.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,9,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.905,734.0,310.0,663.0,427.0,0.7307,-0.6389,-0.2039,-0.8322,-0.4214,0,0,0,0,0,0,1,-9.0,2214.0,2496.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.925,737.0,311.0,665.0,428.0,0.743,-0.6369,-0.2015,-0.8289,-0.4192,0,0,0,0,0,0,1,-11.0,2382.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.945,751.0,310.0,665.0,426.0,0.7523,-0.6389,-0.199,-0.8322,-0.419,0,0,0,0,0,0,1,-11.0,2212.0,2497.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.965,728.0,309.0,663.0,424.0,0.7523,-0.6389,-0.199,-0.8356,-0.419,0,0,0,0,0,0,1,-11.0,2211.0,2496.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
2.985,710.0,310.0,663.0,425.0,0.7245,-0.6389,-0.2039,-0.8389,-0.4214,0,0,0,0,0,0,1,-11.0,2242.0,2496.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
3.005,719.0,310.0,663.0,426.0,0.6966,-0.6389,-0.2039,-0.8389,-0.4214,0,0,0,0,0,0,1,-10.0,2493.0,2499.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
3.025,685.0,308.0,660.0,424.0,0.6687,-0.6389,-0.2039,-0.8389,-0.4214,0,0,0,0,0,0,1,-18.0,2254.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,10,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
3.045,675.0,310.0,663.0,427.0,0.5913,-0.6389,-0.2039,-0.8356,-0.4214,0,0,0,0,0,0,1,-11.0,2237.0,2496.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,11,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
3.065,667.0,309.0,662.0,426.0,0.5604,-0.6409,-0.2063,-0.8356,-0.4236,0,0,0,0,0,0,1,-10.0,2396.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,11,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
3.086,607.0,309.0,659.0,424.0,0.5356,-0.6409,-0.2063,-0.8356,-0.4236,0,0,0,0,0,0,1,-193.0,2410.0,2498.0,1,1,0,patrol,EDGE_AVOID,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,,,0,,IDLE,,,0,0,0,idle,11,no_target,0,0,转中单路深暗，重新退离后再转,400,400,1
