t,left,right,valid
15.934,1588.0,1787.0,1
15.954,1584.0,1784.0,1
15.975,1569.0,1799.0,1
15.995,1584.0,1786.0,1
16.015,1569.0,1785.0,1
16.035,1584.0,1785.0,1
16.055,1584.0,1801.0,1
16.075,1598.0,1785.0,1
16.095,1600.0,1770.0,1
16.115,1615.0,1756.0,1
16.135,1613.0,1743.0,1
16.155,1613.0,1742.0,1
16.176,1600.0,1752.0,1
16.196,1614.0,1798.0,1
16.216,1612.0,1803.0,1
16.236,1600.0,1801.0,1
16.256,1614.0,1798.0,1
16.276,1614.0,1800.0,1
16.296,1613.0,1803.0,1
16.316,1613.0,1801.0,1
16.337,1614.0,1798.0,1
16.357,1606.0,1800.0,1
16.377,1612.0,1787.0,1
16.397,1615.0,1800.0,1
16.417,1600.0,1800.0,1
16.437,1600.0,1757.0,1
16.457,1597.0,1757.0,1
16.477,1613.0,1771.0,1
16.497,1600.0,1770.0,1
16.517,1605.0,1772.0,1
16.538,1583.0,1771.0,1
16.558,1585.0,1759.0,1
16.578,1584.0,1771.0,1
16.598,1588.0,1771.0,1
16.618,1568.0,1763.0,1
16.638,1600.0,1754.0,1
16.658,1585.0,1772.0,1
16.678,1584.0,1757.0,1
16.698,1569.0,1739.0,1
16.719,1570.0,1741.0,1
16.739,1584.0,1728.0,1
16.759,1584.0,1725.0,1
16.779,1585.0,1725.0,1
16.799,1600.0,1742.0,1
16.819,1584.0,1743.0,1
16.839,1600.0,1741.0,1
16.859,1585.0,1741.0,1
16.879,1600.0,1742.0,1
16.9,1599.0,1744.0,1
16.92,1597.0,1741.0,1
16.94,1600.0,1738.0,1
16.96,1600.0,1742.0,1
16.98,1598.0,1742.0,1
17.0,1598.0,1738.0,1
17.02,1600.0,1727.0,1
17.04,1605.0,1728.0,1
17.06,1598.0,1724.0,1
17.08,1600.0,1725.0,1
17.101,1600.0,1726.0,1
17.121,1597.0,1728.0,1
17.141,1598.0,1724.0,1
17.161,1600.0,1726.0,1
17.181,1600.0,1728.0,1
17.201,1600.0,1728.0,1
17.221,1598.0,1726.0,1
17.241,1614.0,1727.0,1
17.261,1600.0,1728.0,1
17.282,1620.0,1727.0,1
17.302,1597.0,1741.0,1
17.322,1600.0,1728.0,1
17.342,1600.0,1728.0,1
17.362,1603.0,1741.0,1
17.382,1584.0,1724.0,1
17.402,1614.0,1728.0,1
17.422,1600.0,1728.0,1
17.442,1598.0,1723.0,1
17.463,1615.0,1725.0,1
17.483,1600.0,1728.0,1
17.503,1614.0,1724.0,1
17.523,1600.0,1725.0,1
