t,left,right,diff,valid
11.284,1313.0,1114.0,199.0,1
11.304,1313.0,1081.0,232.0,1
11.324,1316.0,1295.0,21.0,1
11.344,1312.0,1069.0,243.0,1
11.365,1311.0,1052.0,259.0,1
11.385,1322.0,1070.0,252.0,1
11.405,1313.0,1290.0,23.0,1
11.425,1312.0,1052.0,260.0,1
11.445,1312.0,1067.0,245.0,1
11.465,1312.0,1054.0,258.0,1
11.485,1312.0,1307.0,5.0,1
11.505,1313.0,1244.0,69.0,1
11.526,1313.0,1052.0,261.0,1
11.546,1321.0,1067.0,254.0,1
11.566,1312.0,1068.0,244.0,1
11.586,1312.0,1069.0,243.0,1
11.606,1312.0,1069.0,243.0,1
11.626,1313.0,1053.0,260.0,1
11.646,1323.0,1304.0,19.0,1
11.666,1314.0,1524.0,-210.0,1
11.687,1313.0,1069.0,244.0,1
11.707,1313.0,1086.0,227.0,1
11.727,1314.0,1291.0,23.0,1
11.747,1315.0,1068.0,247.0,1
11.767,1316.0,1068.0,248.0,1
11.787,1313.0,1116.0,197.0,1
11.808,1314.0,1293.0,21.0,1
11.828,1312.0,1052.0,260.0,1
11.848,1312.0,1081.0,231.0,1
11.868,1314.0,1080.0,234.0,1
11.888,1318.0,1052.0,266.0,1
11.908,1312.0,1069.0,243.0,1
11.928,1315.0,1134.0,181.0,1
11.948,1313.0,1086.0,227.0,1
11.968,1313.0,1084.0,229.0,1
11.989,1317.0,1084.0,233.0,1
12.009,1312.0,1069.0,243.0,1
12.029,1313.0,1069.0,244.0,1
12.049,1312.0,1069.0,243.0,1
12.069,1312.0,1068.0,244.0,1
12.089,1315.0,1066.0,249.0,1
12.109,1312.0,1069.0,243.0,1
12.129,1313.0,1149.0,164.0,1
12.149,1315.0,1724.0,-409.0,1
12.169,1312.0,1066.0,246.0,1
12.19,1318.0,1121.0,197.0,1
12.21,1315.0,1070.0,245.0,1
12.23,1314.0,1088.0,226.0,1
12.25,1313.0,1069.0,244.0,1
12.27,1313.0,1101.0,212.0,1
12.29,1313.0,1228.0,85.0,1
12.31,1314.0,1305.0,9.0,1
12.33,1314.0,1209.0,105.0,1
12.35,1312.0,1068.0,244.0,1
12.37,1312.0,1086.0,226.0,1
12.391,1314.0,1085.0,229.0,1
12.411,1313.0,1066.0,247.0,1
12.431,1312.0,1068.0,244.0,1
12.451,1312.0,1069.0,243.0,1
12.471,1314.0,1214.0,100.0,1
12.491,1315.0,1723.0,-408.0,1
12.511,1315.0,1069.0,246.0,1
12.531,1313.0,1164.0,149.0,1
12.551,1313.0,1071.0,242.0,1
12.571,1314.0,1070.0,244.0,1
12.591,1316.0,1087.0,229.0,1
12.612,1325.0,1303.0,22.0,1
12.632,1313.0,1069.0,244.0,1
12.652,1314.0,1069.0,245.0,1
12.672,1314.0,1070.0,244.0,1
12.692,1324.0,1086.0,238.0,1
12.712,1313.0,1067.0,246.0,1
12.732,1313.0,1306.0,7.0,1
12.752,1314.0,1083.0,231.0,1
12.772,1316.0,1540.0,-224.0,1
12.792,1312.0,1164.0,148.0,1
12.813,1313.0,1290.0,23.0,1
