t,left,right,valid
16.365,1218.0,1290.0,1
16.386,1218.0,1289.0,1
16.406,1218.0,1289.0,1
16.426,1218.0,1290.0,1
16.446,1217.0,1289.0,1
16.466,1217.0,1289.0,1
16.486,1218.0,1290.0,1
16.506,1218.0,1291.0,1
16.526,1223.0,1289.0,1
16.546,1217.0,1286.0,1
16.567,1217.0,1290.0,1
16.587,1218.0,1290.0,1
16.607,1224.0,1291.0,1
16.627,1216.0,1288.0,1
16.647,1218.0,1290.0,1
16.667,1218.0,1288.0,1
16.687,1216.0,1288.0,1
16.707,1218.0,1289.0,1
16.727,1218.0,1290.0,1
16.748,1218.0,1288.0,1
16.768,1223.0,1289.0,1
16.788,1218.0,1290.0,1
16.808,1218.0,1290.0,1
16.828,1219.0,1288.0,1
16.848,1224.0,1305.0,1
16.868,1218.0,1290.0,1
16.888,1218.0,1290.0,1
16.908,1218.0,1292.0,1
16.929,1223.0,1289.0,1
16.949,1218.0,1290.0,1
16.969,1219.0,1302.0,1
16.989,1217.0,1288.0,1
17.009,1222.0,1290.0,1
17.029,1219.0,1290.0,1
17.049,1218.0,1288.0,1
17.069,1218.0,1289.0,1
17.089,1218.0,1291.0,1
17.11,1218.0,1291.0,1
17.13,1217.0,1289.0,1
17.15,1217.0,1289.0,1
17.17,1218.0,1291.0,1
17.19,1218.0,1289.0,1
17.21,1217.0,1303.0,1
17.23,1217.0,1290.0,1
17.25,1218.0,1291.0,1
17.27,1219.0,1306.0,1
17.291,1217.0,1286.0,1
17.311,1217.0,1291.0,1
17.331,1219.0,1290.0,1
17.351,1218.0,1288.0,1
17.371,1217.0,1288.0,1
17.391,1217.0,1290.0,1
17.411,1218.0,1272.0,1
17.431,1224.0,1273.0,1
17.452,1217.0,1290.0,1
17.472,1218.0,1290.0,1
17.492,1218.0,1290.0,1
